Votes,Average Cost for two,Has Table booking,Has Online delivery,Price range,Rating
3,400,0,0,1,1.0
0,350,0,0,1,1.0
233,1600,1,1,3,3.9
20,500,0,1,2,2.4
6,600,0,0,2,3.2
6,300,0,1,1,3.0
6,120,0,0,1,3.1
15,400,0,1,1,3.3
4,600,0,1,2,3.1
4,100,0,0,1,3.0
20,600,0,0,2,2.7
18,600,0,0,2,3.0
18,600,0,1,2,3.2
6,300,0,0,1,3.0
7,300,0,0,1,3.2
14,300,0,0,1,3.3
4,350,0,0,1,2.9
48,500,0,0,2,3.2
9,700,0,1,2,3.1
5,600,0,0,2,2.9
33,500,0,0,2,3.0
4,200,0,0,1,3.0
37,650,0,1,2,3.1
17,600,0,1,2,2.6
8,750,1,0,2,2.9
5,500,0,1,2,2.8
6,150,0,0,1,3.0
47,500,0,0,2,3.6
46,400,0,0,1,3.8
37,350,0,1,1,3.9
46,800,0,1,2,3.5
0,150,0,0,1,1.0
0,100,0,0,1,1.0
0,650,0,0,2,1.0
1,300,0,0,1,1.0
0,350,0,0,1,1.0
1,400,0,0,1,1.0
1,600,0,0,2,1.0
1,600,0,0,2,1.0
0,200,0,0,1,1.0
0,350,0,0,1,1.0
0,300,0,0,1,1.0
0,200,0,0,1,1.0
0,100,0,0,1,1.0
0,200,0,0,1,1.0
0,150,0,0,1,1.0
0,300,0,0,1,1.0
0,500,0,0,2,1.0
3,300,0,0,1,1.0
0,150,0,0,1,1.0
2,150,0,0,1,1.0
0,400,0,0,1,1.0
0,500,0,0,2,1.0
0,400,0,0,1,1.0
1,200,0,0,1,1.0
66,800,0,0,2,2.2
46,400,0,1,1,2.2
52,650,0,0,2,2.4
12,300,0,1,1,3.2
106,600,0,1,2,2.8
22,500,0,0,2,3.3
94,300,0,0,1,3.4
16,600,0,1,2,2.6
11,200,0,1,1,2.8
16,350,0,0,1,3.2
32,450,0,1,1,3.2
27,200,0,0,1,3.1
45,550,0,1,2,3.7
148,800,0,1,2,3.5
20,150,0,0,1,3.6
13,350,0,1,1,3.2
7,200,0,0,1,2.8
3,250,0,0,1,1.0
37,250,0,0,1,3.4
64,700,0,1,2,3.3
16,100,0,0,1,3.2
28,450,0,0,1,2.7
28,200,0,0,1,3.6
398,650,0,0,2,4.0
0,400,0,0,1,1.0
0,300,0,0,1,1.0
0,200,0,1,1,1.0
0,300,0,0,1,1.0
190,500,0,1,2,3.4
65,1000,0,1,3,2.5
39,400,0,1,1,3.3
20,200,0,1,1,3.4
17,500,0,0,2,3.3
21,400,0,1,1,3.2
175,550,0,1,2,3.3
138,600,0,1,2,3.4
20,150,0,0,1,3.4
51,600,0,1,2,3.4
32,1000,1,1,3,3.2
57,750,1,0,2,3.1
54,300,0,0,1,3.4
41,400,0,0,1,2.9
188,600,0,1,2,2.5
68,400,0,0,1,3.1
30,400,0,0,1,2.6
58,500,0,1,2,2.9
101,500,0,1,2,2.9
16,800,0,0,2,3.3
22,500,0,1,2,2.8
83,1500,1,1,3,2.6
155,1350,1,1,3,3.4
40,600,0,0,2,3.4
30,750,1,1,2,3.7
30,200,0,1,1,3.5
84,500,0,1,2,3.5
21,1250,0,1,3,3.7
22,400,0,1,1,3.9
57,300,0,0,1,3.6
28,1100,1,0,3,3.9
101,600,0,1,2,3.9
26,500,0,0,2,3.5
28,1600,1,0,3,3.7
35,500,0,0,2,3.6
51,700,0,0,2,3.7
39,950,0,1,2,3.5
37,300,0,0,1,3.5
70,700,0,0,2,2.3
26,200,0,1,1,2.3
42,450,0,0,1,2.4
56,2500,1,0,4,4.1
0,800,1,0,2,1.0
0,600,0,0,2,1.0
7,600,0,1,2,2.8
9,100,0,0,1,2.8
33,700,0,0,2,3.1
0,600,0,0,2,1.0
1,250,0,0,1,1.0
0,150,0,0,1,1.0
0,300,0,0,1,1.0
0,600,0,0,2,1.0
178,600,0,1,2,3.4
1262,1800,1,1,3,4.5
199,650,1,1,2,3.3
483,950,0,1,2,3.4
346,500,0,1,2,3.4
241,850,1,1,2,3.2
158,450,0,1,1,3.8
92,400,0,1,1,3.7
115,400,0,1,1,3.6
94,300,0,1,1,3.9
118,800,0,1,2,3.5
48,300,0,1,1,3.8
321,800,1,1,2,3.6
429,2000,1,1,4,4.0
344,1100,1,1,3,4.1
103,700,0,1,2,4.1
67,500,0,1,2,4.2
112,500,0,1,2,4.2
157,700,0,1,2,4.0
8,500,0,0,2,3.0
21,400,0,0,1,3.3
39,700,0,1,2,2.7
27,450,0,0,1,3.2
10,300,0,0,1,3.2
16,1000,0,0,3,3.4
20,700,0,1,2,3.4
80,1000,0,1,3,2.8
42,600,0,1,2,2.8
49,600,0,1,2,3.7
65,300,0,1,1,3.7
52,550,0,1,2,3.7
58,250,0,1,1,3.7
25,200,0,1,1,3.7
50,300,0,0,1,3.7
125,600,0,1,2,3.7
26,150,0,0,1,3.5
23,500,0,1,2,3.7
23,600,0,0,2,3.8
1,500,0,0,2,1.0
0,600,0,0,2,1.0
1,800,0,0,2,1.0
3,250,0,0,1,1.0
2,250,0,0,1,1.0
38,550,0,0,2,2.4
62,1100,0,0,3,4.3
32,1500,1,1,3,4.0
101,600,0,1,2,4.0
34,750,0,1,2,4.0
53,400,0,1,1,4.0
10,250,0,0,1,3.1
5,500,0,0,2,3.1
12,600,0,1,2,3.2
4,400,0,0,1,3.0
7,500,0,1,2,2.7
35,700,0,1,2,3.1
117,650,0,1,2,3.4
67,700,0,1,2,3.4
26,200,0,0,1,3.3
33,400,0,0,1,3.0
59,500,0,0,2,3.3
11,600,0,0,2,2.6
21,1200,0,1,3,3.4
15,300,0,1,1,3.2
41,850,0,1,2,3.6
67,650,0,1,2,3.9
41,300,0,1,1,2.2
27,700,0,1,2,4.0
57,2500,1,0,4,3.3
17,2400,1,0,4,3.0
52,2000,1,0,4,3.2
4,2500,1,0,4,3.0
19,1500,1,0,3,2.7
6,800,1,0,2,3.0
10,1600,1,0,3,3.0
17,3000,0,0,4,3.2
94,2500,1,0,4,3.6
96,650,0,0,2,3.3
272,3000,1,0,4,3.9
390,3000,1,0,4,3.8
394,3000,1,0,4,3.9
22,3000,1,0,4,3.4
45,3000,0,0,4,3.7
36,2000,0,0,4,3.3
27,3000,0,0,4,3.5
16,400,0,1,1,3.7
13,2500,1,0,4,3.5
127,2500,1,0,4,3.8
6,700,0,0,2,3.1
27,2000,0,0,4,2.7
23,600,0,0,2,2.8
6,200,0,0,1,3.1
12,200,0,1,1,3.3
7,1000,0,1,3,2.7
13,650,0,0,2,2.9
11,800,1,0,2,3.1
17,500,0,0,2,3.1
7,700,0,1,2,3.3
10,400,0,1,1,3.0
10,500,0,0,2,3.3
4,150,0,0,1,2.9
0,150,0,0,1,1.0
0,500,0,0,2,1.0
0,300,0,0,1,1.0
0,500,0,0,2,1.0
2,300,0,0,1,1.0
0,450,0,0,1,1.0
2,450,0,1,1,1.0
3,400,0,1,1,1.0
0,200,0,0,1,1.0
2,600,0,0,2,1.0
0,200,0,0,1,1.0
3,700,0,0,2,1.0
3,400,0,0,1,1.0
2,650,0,1,2,1.0
0,200,0,0,1,1.0
0,250,0,0,1,1.0
0,200,0,0,1,1.0
0,150,0,0,1,1.0
1,400,0,0,1,1.0
0,300,0,0,1,1.0
1,600,0,0,2,1.0
1,400,0,1,1,1.0
0,200,0,0,1,1.0
0,200,0,0,1,1.0
82,400,0,1,1,3.1
302,600,0,1,2,3.5
276,750,0,0,2,3.7
0,300,0,0,1,1.0
3,800,0,1,2,1.0
7,500,0,0,2,2.9
8,600,0,0,2,2.8
10,450,0,0,1,3.1
31,600,0,0,2,3.2
5,600,0,0,2,2.9
87,600,0,0,2,3.4
4,300,0,0,1,3.0
35,500,0,0,2,3.3
25,300,0,0,1,3.2
44,400,0,1,1,3.2
27,500,0,0,2,3.3
14,400,0,1,1,2.7
11,200,0,0,1,2.5
11,700,0,1,2,3.2
43,600,0,1,2,3.9
127,400,0,1,1,3.8
60,550,0,0,2,3.6
51,500,0,1,2,3.7
45,500,1,0,2,3.6
200,1300,1,1,3,3.5
76,800,1,0,2,3.6
0,500,0,0,2,1.0
1,300,0,0,1,1.0
2,250,0,0,1,1.0
49,200,0,1,1,2.4
305,3500,1,0,4,3.8
219,4000,1,0,4,4.0
15,600,0,0,2,2.9
5,200,0,0,1,2.8
6,250,0,0,1,2.9
10,250,0,1,1,2.7
14,400,0,0,1,2.8
13,150,0,1,1,2.9
0,100,0,0,1,1.0
6,250,0,0,1,2.9
153,700,0,1,2,3.3
151,150,0,1,1,3.4
12,200,0,0,1,3.2
89,400,0,1,1,3.0
122,550,0,1,2,3.1
83,400,0,0,1,2.7
7,200,0,0,1,2.9
21,650,0,0,2,3.1
66,200,0,0,1,3.5
69,600,0,1,2,3.6
60,250,0,1,1,3.6
369,500,0,1,2,3.6
63,400,0,0,1,3.7
2,150,0,0,1,1.0
83,400,0,1,1,2.4
142,400,0,1,1,2.2
36,1300,1,0,3,3.2
394,800,0,0,3,4.6
360,1400,0,0,3,3.9
126,600,0,0,2,4.7
290,500,0,0,2,4.1
110,1400,0,0,3,4.2
304,750,0,0,3,4.1
129,1300,0,0,3,4.4
222,1650,0,0,4,4.4
124,500,0,0,2,4.1
28,500,0,0,2,4.0
774,1500,0,0,4,4.9
327,800,0,0,3,3.6
142,300,0,0,1,3.6
377,400,0,0,2,4.1
99,500,0,0,2,4.2
25,500,0,0,2,4.1
179,850,0,0,3,4.1
369,600,0,0,2,4.3
256,1000,0,0,3,4.0
233,700,0,0,2,4.3
96,700,0,0,2,4.3
3374,1500,1,1,3,4.3
200,1500,0,0,3,4.9
1932,1800,1,1,3,4.7
144,1500,1,0,3,3.8
2553,1800,0,1,3,4.6
682,700,1,1,2,4.0
860,1900,1,0,3,4.3
3986,1500,0,0,3,4.9
1023,600,0,0,2,4.8
79,1400,0,0,3,4.2
221,1200,1,0,3,4.2
2218,2000,1,1,4,4.4
594,1200,1,0,3,4.1
1431,1100,1,0,3,4.1
1859,1800,0,1,3,4.2
344,500,0,0,2,4.7
616,1100,0,1,3,3.9
571,1400,1,0,3,4.1
238,1300,0,0,3,3.7
100,850,0,0,3,4.1
152,250,0,0,1,4.1
37,1950,0,0,4,4.1
430,700,0,0,2,3.9
304,1000,0,0,3,4.2
404,1200,0,0,3,4.0
214,800,0,0,3,3.8
496,850,0,0,3,4.0
209,2000,0,0,4,3.8
334,1500,0,0,4,4.3
26,650,0,0,2,3.1
502,700,0,0,2,3.9
69,650,0,0,2,3.8
69,500,0,0,2,3.9
413,1500,0,0,4,4.0
87,400,0,0,2,4.3
181,1100,0,0,3,4.1
171,500,0,0,2,4.3
341,800,0,0,3,4.0
1469,750,0,1,2,4.7
676,1650,0,0,3,3.9
582,1400,0,1,3,4.0
389,750,0,1,2,4.4
843,1300,0,1,3,4.4
212,1000,0,0,3,4.0
1478,1600,0,0,3,4.3
67,1500,0,0,3,3.9
633,1000,0,1,3,4.2
916,1800,0,0,3,4.0
420,2300,0,0,4,4.5
308,2500,0,0,4,4.3
322,2000,0,1,4,4.9
198,650,0,1,2,4.2
148,700,0,0,2,4.1
798,800,0,1,2,4.3
1121,1500,0,0,3,4.3
46,1000,0,0,3,2.6
310,1200,0,1,3,3.9
112,800,0,1,2,3.7
148,550,0,0,2,3.3
51,800,0,0,3,3.3
97,400,0,0,2,3.9
24,1000,0,0,3,4.0
54,1500,0,0,4,4.0
43,600,0,0,2,3.5
34,0,0,0,1,3.6
97,500,0,0,2,3.9
87,500,0,0,2,4.1
158,1000,0,0,3,4.1
127,0,0,0,1,3.9
86,1500,0,0,4,3.9
97,1000,0,0,3,3.8
155,1500,0,0,4,4.3
49,350,0,0,2,3.4
106,850,0,0,3,3.6
171,350,0,0,2,4.1
113,3000,0,0,4,3.9
160,1500,0,0,4,3.7
41,1400,0,0,3,4.0
289,1000,0,0,3,4.6
281,350,0,0,1,3.8
662,600,0,1,2,4.4
659,600,0,0,2,4.2
394,1000,0,0,3,4.2
213,1500,0,0,3,4.5
277,800,0,0,2,3.7
246,400,0,1,1,4.0
145,1000,0,1,3,3.7
105,550,0,0,2,3.7
406,400,0,0,1,4.0
333,700,0,1,2,4.4
160,800,0,0,2,4.0
482,650,0,1,2,4.2
722,900,0,0,2,4.3
146,650,0,0,2,4.2
348,400,0,0,1,3.5
658,1000,0,0,3,4.3
312,700,0,0,2,4.3
361,600,0,0,2,3.6
945,1400,0,1,3,4.6
1103,1200,0,1,3,4.2
1424,1200,0,0,3,4.8
326,1000,0,0,3,3.9
1778,1000,1,1,3,4.4
704,1200,1,0,3,4.2
1484,1400,1,0,3,4.4
911,1800,1,1,3,4.0
2584,800,0,0,2,4.2
1219,800,1,1,2,4.6
1064,1500,1,0,3,3.9
1753,1600,0,0,3,4.9
3986,1050,0,1,3,3.5
3986,900,0,1,2,4.2
3986,1000,0,1,3,4.3
2224,1900,0,0,3,4.4
3986,1600,0,0,3,4.9
1040,1500,1,0,3,3.6
1616,1600,1,0,3,4.1
1126,1000,1,0,3,4.0
1057,300,0,0,1,4.9
144,200,0,0,1,4.5
567,800,0,0,3,4.6
147,650,0,0,2,3.5
217,450,0,0,2,3.9
514,1000,0,0,3,3.7
268,1100,0,0,3,3.9
106,450,0,0,2,4.3
691,1200,0,0,3,4.2
165,400,0,0,2,4.1
80,1000,0,0,3,4.1
124,1300,0,0,3,4.3
887,1000,0,0,3,4.3
79,1000,0,0,3,4.0
818,400,0,0,2,4.4
288,400,0,0,2,4.1
762,1100,0,0,3,4.2
149,2000,0,0,4,4.2
1069,1600,0,0,4,4.7
411,1000,0,0,3,4.2
587,700,0,0,2,4.0
93,800,0,0,2,3.6
17,1500,0,0,3,3.5
191,1400,0,0,3,4.1
109,400,0,0,1,3.9
217,1400,0,0,3,4.2
153,800,0,0,2,3.7
41,1300,0,0,3,3.9
178,1500,0,0,3,4.1
87,2000,0,0,4,4.3
86,700,0,0,2,3.6
156,1200,0,0,3,3.8
138,1100,0,0,3,4.4
261,800,0,0,2,4.2
325,1200,0,0,3,4.4
116,1000,0,0,3,3.5
80,1400,0,0,3,3.9
210,800,0,0,2,4.2
196,800,0,0,2,4.6
53,1600,0,0,3,3.8
154,1500,0,0,3,3.9
209,600,0,0,2,3.6
196,200,0,0,1,3.9
196,900,0,0,3,3.8
355,700,0,0,2,3.7
280,600,0,0,2,3.5
104,1000,0,0,3,3.7
290,800,0,0,3,3.8
275,700,0,0,2,3.6
281,500,0,0,2,4.2
183,1500,0,0,4,3.5
84,500,0,0,2,3.6
257,750,0,0,3,3.9
127,600,0,0,2,3.5
260,1000,0,0,3,3.7
193,1600,0,0,4,3.7
245,800,0,0,3,4.1
173,1000,0,0,3,3.7
328,700,0,0,2,3.8
156,700,0,0,2,3.9
175,500,0,0,2,3.7
99,550,0,1,2,4.3
3986,800,0,0,2,4.0
156,1000,0,0,3,4.0
170,850,1,0,2,3.4
2083,1000,1,1,3,4.7
1606,1500,0,0,3,4.2
2040,1000,1,1,3,4.1
617,1100,0,0,3,3.8
146,1000,1,0,3,3.8
2076,700,0,1,2,3.9
1240,1500,0,0,3,4.3
3370,1500,0,1,3,4.2
317,1000,1,0,3,3.9
2662,800,0,1,2,4.5
413,500,0,0,2,4.6
885,1500,1,0,3,3.9
3244,1500,0,0,3,4.9
181,1000,1,0,3,3.8
536,1200,0,0,3,4.0
1295,1000,1,1,3,4.1
1515,1000,1,1,3,3.6
139,290,0,0,1,3.4
172,900,0,0,3,3.7
264,800,0,0,3,3.9
392,300,0,0,1,4.2
393,500,0,0,2,3.7
214,400,0,0,2,3.5
262,650,0,0,2,3.7
162,1700,0,0,4,3.8
160,500,0,0,2,3.5
286,1600,0,0,4,4.0
304,700,0,0,2,4.0
127,700,0,0,2,3.5
132,1000,0,0,3,3.7
11,1500,0,0,4,3.3
190,650,0,0,2,3.6
140,700,0,0,2,3.6
249,650,0,0,2,3.8
208,550,0,0,2,3.7
270,1000,0,0,3,3.6
183,1200,0,0,3,3.7
27,500,0,0,2,3.3
73,250,0,0,1,3.8
26,250,0,0,1,3.9
103,500,0,1,2,4.0
88,550,0,1,2,4.3
201,400,0,1,2,3.7
185,550,0,1,2,4.0
164,600,0,1,2,4.2
270,1100,0,0,3,4.3
140,350,0,0,2,3.9
19,250,0,1,1,3.9
284,750,0,1,3,4.0
257,1200,0,1,3,4.4
520,600,0,0,2,4.5
306,1000,0,0,3,4.0
275,1300,0,1,3,4.2
226,1600,0,0,4,4.9
147,550,0,1,2,2.2
100,1000,0,0,3,4.0
45,1000,0,0,3,3.8
76,400,0,0,2,3.8
91,1000,0,0,4,3.6
125,600,0,0,3,3.6
140,800,0,0,3,3.5
86,400,0,0,2,3.6
117,1500,0,0,4,3.8
86,150,0,0,1,3.4
162,600,0,0,3,3.4
177,700,0,0,3,3.4
15,600,0,0,3,3.3
24,800,0,0,3,3.4
80,400,0,0,2,3.5
162,500,0,0,3,3.7
166,500,0,0,3,3.5
164,1100,0,0,4,3.8
25,800,0,0,3,3.0
33,1000,0,0,4,3.3
77,400,0,0,2,3.5
218,100,0,0,1,3.9
71,900,0,0,3,3.4
2,500,0,0,2,1.0
46,350,0,1,1,3.2
45,1500,1,1,3,3.4
11,500,0,0,2,2.6
238,500,0,1,2,3.4
8,400,0,0,1,3.1
64,400,0,1,1,2.7
113,450,0,1,1,2.6
66,300,0,1,1,3.7
141,1500,1,1,3,3.5
77,500,0,0,2,2.2
40,1600,1,0,3,4.0
46,1200,1,0,3,4.2
665,1500,1,1,3,4.2
31,600,0,0,2,3.2
32,800,1,1,2,3.4
83,700,0,0,2,2.8
288,1000,1,1,3,3.7
33,550,0,0,2,3.2
26,900,1,0,2,3.2
2,600,0,0,2,1.0
0,800,0,0,2,1.0
49,1000,1,1,3,2.6
13,200,0,0,1,3.3
64,1500,1,1,3,3.2
167,400,0,0,1,3.4
99,900,1,1,2,3.3
125,1000,0,1,3,2.6
124,300,0,0,1,3.7
79,500,0,1,2,2.2
8,400,0,0,1,2.9
20,200,0,0,1,3.3
23,450,0,0,1,3.2
19,400,0,0,1,3.4
7,400,0,0,1,3.0
11,150,0,0,1,2.7
35,350,0,0,1,3.2
11,600,0,1,2,3.0
32,300,0,1,1,2.5
10,800,0,1,2,3.2
23,600,0,0,2,3.2
7,400,0,0,1,3.1
42,450,0,0,1,2.9
21,200,0,0,1,3.2
16,150,0,0,1,3.3
37,500,0,1,2,2.5
4,250,0,0,1,2.9
7,500,0,1,2,2.8
22,450,0,0,1,3.4
97,600,0,1,2,3.9
452,800,0,0,2,3.9
14,250,0,0,1,3.6
82,650,0,1,2,3.6
2,300,0,0,1,1.0
0,400,0,0,1,1.0
0,350,0,0,1,1.0
1,500,0,0,2,1.0
2,500,0,1,2,1.0
0,400,0,0,1,1.0
1,600,0,0,2,1.0
0,400,0,0,1,1.0
31,800,0,1,2,2.4
100,600,0,1,2,2.5
230,800,0,1,2,3.1
458,500,0,1,2,3.2
176,700,0,0,2,2.6
232,800,1,1,2,3.5
27,2200,1,0,4,3.6
210,2200,1,0,4,3.6
44,500,0,0,2,3.9
206,600,0,0,2,3.5
185,700,0,1,2,3.7
256,700,0,0,2,3.7
336,1500,1,1,3,4.2
280,450,0,0,1,3.4
2131,1400,1,1,3,4.2
13,200,0,0,1,2.8
38,400,0,0,1,3.1
69,150,0,0,1,2.8
11,500,0,0,2,3.3
6,200,0,0,1,3.1
4,400,0,0,1,3.0
80,650,0,0,2,3.4
24,500,0,0,2,3.4
13,250,0,0,1,3.1
12,400,0,1,1,3.3
4,600,0,0,2,2.9
9,200,0,0,1,2.8
18,250,0,0,1,3.3
14,600,0,0,2,2.8
9,400,0,0,1,2.8
16,200,0,0,1,3.2
5,650,0,0,2,3.0
251,500,0,1,2,3.6
42,350,0,1,1,3.5
220,650,0,1,2,3.5
34,400,0,1,1,3.6
103,250,0,0,1,3.7
46,300,0,0,1,3.7
62,250,0,0,1,3.8
42,300,0,0,1,3.6
58,350,0,1,1,3.6
106,1000,0,1,3,3.9
0,500,0,0,2,1.0
1,350,0,0,1,1.0
1,500,0,0,2,1.0
0,100,0,0,1,1.0
0,300,0,0,1,1.0
0,100,0,0,1,1.0
0,150,0,0,1,1.0
1,500,0,0,2,1.0
0,300,0,0,1,1.0
0,500,0,0,2,1.0
2,400,0,0,1,1.0
0,500,0,0,2,1.0
0,200,0,0,1,1.0
0,600,0,0,2,1.0
0,250,0,0,1,1.0
4,1500,1,0,3,3.0
48,500,0,1,2,3.4
51,800,0,1,2,3.2
19,1600,1,0,3,3.4
59,2500,1,0,4,3.6
188,1500,1,0,3,3.9
77,1800,0,0,3,4.4
46,1500,0,1,3,4.0
387,1400,0,0,3,4.1
117,500,0,0,2,3.1
7,350,0,0,1,3.1
10,500,0,0,2,3.0
1,250,0,0,1,1.0
7,350,0,1,1,2.8
23,200,0,0,1,2.8
102,500,0,0,2,2.8
19,600,0,0,2,3.4
15,200,0,0,1,3.2
10,200,0,0,1,3.0
17,400,0,0,1,2.7
135,200,0,1,1,3.4
35,1000,1,0,3,2.7
5,450,0,0,1,3.0
22,150,0,0,1,3.4
74,300,0,0,1,3.2
4,500,0,0,2,3.0
7,700,0,0,2,3.0
22,650,0,0,2,3.2
9,300,0,0,1,3.1
191,700,0,1,2,3.5
199,350,0,1,1,3.7
60,400,0,0,1,3.5
1,300,0,0,1,1.0
0,500,0,0,2,1.0
0,700,0,0,2,1.0
1,500,0,0,2,1.0
2,100,0,0,1,1.0
0,400,0,0,1,1.0
1,300,0,0,1,1.0
3,550,0,0,2,1.0
3,400,0,0,1,1.0
1,300,0,0,1,1.0
0,150,0,0,1,1.0
0,250,0,0,1,1.0
1,400,0,1,1,1.0
0,200,0,0,1,1.0
0,650,0,0,2,1.0
0,100,0,0,1,1.0
15,100,0,0,1,2.4
29,300,0,1,1,2.9
35,1000,0,1,3,3.4
278,600,0,1,2,2.7
53,1200,1,0,3,3.3
142,350,0,1,1,2.6
41,550,0,1,2,2.5
492,1300,1,1,3,3.9
28,250,0,0,1,3.5
457,1300,1,0,3,3.6
173,1800,1,0,3,3.9
131,200,0,0,1,3.7
123,200,0,0,1,3.9
274,1200,1,1,3,3.9
87,500,0,1,2,3.5
78,300,0,0,1,3.0
10,500,0,0,2,3.1
26,300,0,0,1,3.3
101,700,0,0,2,3.2
17,500,0,0,2,3.4
34,600,0,0,2,3.3
12,500,0,0,2,3.3
34,750,0,0,2,3.6
46,400,0,1,1,3.6
31,600,0,0,2,3.5
96,350,0,1,1,4.0
70,550,0,0,2,3.2
560,400,0,1,1,3.4
4,450,0,0,1,2.9
38,600,0,1,2,3.4
11,600,0,1,2,2.8
4,200,0,0,1,3.0
421,600,0,1,2,3.3
68,550,0,1,2,3.1
85,400,0,0,1,3.6
343,800,1,0,2,3.7
120,300,0,0,1,3.8
3,200,0,0,1,1.0
2,100,0,0,1,1.0
2,200,0,0,1,1.0
0,350,0,0,1,1.0
55,750,0,1,2,2.3
49,450,0,0,1,3.2
7,400,0,0,1,2.9
90,700,0,0,2,3.3
11,1200,1,0,3,2.9
161,1000,0,1,3,3.1
67,800,0,0,2,3.0
23,300,0,1,1,2.8
60,1700,0,1,3,3.3
239,450,0,1,1,3.5
137,1300,1,1,3,3.7
212,600,0,1,2,3.7
193,1000,1,1,3,3.5
202,500,0,1,2,3.5
332,1300,1,1,3,3.5
92,1800,1,0,3,2.4
120,1000,1,1,3,2.9
137,1500,1,1,3,3.4
158,1100,1,1,3,3.6
9,1500,1,0,3,2.7
38,300,0,1,1,2.6
59,2000,1,0,4,3.2
4,200,0,0,1,2.8
98,1100,0,1,3,2.5
11,250,0,0,1,2.8
11,250,0,0,1,3.0
14,150,0,0,1,3.1
71,700,0,0,2,2.4
33,400,0,1,1,2.4
2,1500,0,0,3,1.0
85,850,0,1,2,3.3
10,600,0,0,2,2.9
8,700,0,0,2,2.7
16,700,0,0,2,2.9
113,450,0,0,1,3.4
4,450,0,0,1,3.0
17,800,1,0,2,3.2
33,450,0,0,1,2.7
66,800,1,0,2,2.9
34,800,0,0,2,3.4
31,700,0,0,2,2.8
17,900,1,0,2,3.2
4,600,0,0,2,3.0
5,200,0,0,1,2.8
10,1650,1,0,3,2.9
4,500,0,0,2,2.9
60,900,0,0,2,3.4
14,700,0,0,2,3.2
10,700,0,0,2,3.1
7,700,0,0,2,3.0
161,600,0,0,2,3.4
28,300,0,0,1,3.4
137,800,1,1,2,3.7
203,400,0,0,1,3.7
20,450,0,0,1,3.5
218,600,0,0,2,3.5
0,350,0,0,1,1.0
1,300,0,0,1,1.0
2,650,0,0,2,1.0
3,3000,0,0,4,1.0
164,1600,1,0,3,2.4
138,500,0,0,2,2.1
21,200,0,0,1,3.3
6,150,0,0,1,3.1
10,700,0,0,2,3.0
10,200,0,0,1,3.2
6,300,0,0,1,2.9
15,500,0,0,2,3.1
12,400,0,0,1,3.0
29,300,0,0,1,3.4
9,150,0,0,1,3.0
4,300,0,0,1,3.1
225,150,0,0,1,3.2
8,100,0,0,1,3.2
5,300,0,0,1,3.0
42,550,0,0,2,2.8
16,200,0,0,1,3.1
39,400,0,0,1,3.2
49,350,0,0,1,2.5
20,250,0,0,1,3.0
4,300,0,0,1,2.8
5,450,0,0,1,2.9
16,100,0,0,1,3.3
57,500,0,0,2,3.0
42,500,0,0,2,3.0
21,300,0,0,1,3.4
4,100,0,0,1,3.0
11,50,0,0,1,3.2
53,150,0,0,1,3.0
7,150,0,0,1,3.2
23,100,0,0,1,3.4
4,150,0,0,1,2.9
5,100,0,0,1,3.0
9,100,0,0,1,3.0
16,100,0,0,1,3.2
18,100,0,0,1,3.4
14,400,0,0,1,3.1
7,400,0,0,1,2.9
4,300,0,0,1,3.0
5,250,0,0,1,2.9
5,100,0,0,1,3.1
59,450,0,0,1,2.8
10,550,0,0,2,3.3
30,200,0,0,1,3.7
112,100,0,0,1,3.8
59,100,0,0,1,3.8
40,150,0,0,1,3.7
116,150,0,0,1,3.8
444,600,0,0,2,3.9
163,300,0,0,1,3.9
19,100,0,0,1,3.7
63,400,0,0,1,3.7
43,150,0,0,1,3.6
1487,100,0,0,1,3.9
752,100,0,0,1,3.9
437,150,0,0,1,3.6
297,150,0,0,1,3.6
76,100,0,0,1,3.8
21,100,0,0,1,3.5
51,200,0,0,1,3.5
1,100,0,0,1,1.0
0,300,0,0,1,1.0
0,100,0,0,1,1.0
0,300,0,0,1,1.0
1,200,0,0,1,1.0
2,300,0,0,1,1.0
0,200,0,0,1,1.0
3,200,0,0,1,1.0
3,100,0,0,1,1.0
0,400,0,0,1,1.0
0,50,0,0,1,1.0
2,100,0,0,1,1.0
382,200,0,0,1,4.2
521,150,0,0,1,4.3
405,50,0,1,1,4.1
305,3000,0,0,4,4.4
6,100,0,0,1,3.1
545,200,0,0,1,4.5
18,100,0,0,1,3.6
36,300,0,0,1,3.9
185,300,0,0,1,3.6
27,100,0,0,1,3.6
31,200,0,0,1,3.6
54,150,0,0,1,3.7
21,100,0,0,1,3.7
118,100,0,0,1,4.1
169,150,0,0,1,4.1
200,150,0,0,1,4.1
23,500,0,1,2,2.7
7,300,0,0,1,3.1
4,800,1,0,2,3.0
26,500,0,0,2,3.2
22,300,0,0,1,2.7
70,1000,1,1,3,3.0
26,250,0,0,1,3.3
404,500,0,1,2,3.4
35,150,0,0,1,3.2
135,400,0,0,1,2.7
16,600,0,1,2,2.9
39,500,0,1,2,2.9
18,300,0,0,1,3.4
29,400,0,0,1,2.7
27,250,0,0,1,3.3
13,500,0,0,2,3.2
18,300,0,1,1,3.3
14,500,0,0,2,2.7
59,600,0,1,2,2.5
70,550,0,0,2,2.7
9,250,0,0,1,3.1
71,350,0,1,1,2.6
5,1000,0,0,3,3.1
7,500,0,1,2,2.9
16,250,0,0,1,3.2
14,1200,1,0,3,3.2
